"YEAR","JURISDICTION","FINES","ARRESTS","CHARGES","DETECTION_STD"
"2023","NT",141,1,5,"Police Issued"
"2023","NT",207,0,0,"Camera Issued"
"2023","NT",710,0,0,"Camera Issued"
"2023","NT",126,0,0,"Police Issued"
"2023","NT",301,0,0,"Camera Issued"
"2023","NT",159,0,0,"Camera Issued"
"2023","NT",20,1,4,"Police Issued"
"2023","NT",70,0,0,"Camera Issued"
"2023","NT",56,0,0,"Camera Issued"
"2023","NT",20,0,0,"Camera Issued"
"2023","SA",0,0,0,"Camera Issued"
"2023","SA",0,0,0,"Camera Issued"
"2023","SA",0,0,0,"Other"
"2023","SA",0,2,0,"Police Issued"
"2023","SA",483,0,0,"Camera Issued"
"2023","SA",885,0,0,"Camera Issued"
"2023","SA",0,0,0,"Other"
"2023","SA",710,6,3,"Police Issued"
"2023","SA",1229,0,0,"Camera Issued"
"2023","SA",2462,0,0,"Camera Issued"
"2023","SA",0,0,0,"Other"
"2023","SA",1230,9,6,"Police Issued"
"2023","SA",2426,0,0,"Camera Issued"
"2023","SA",4161,0,0,"Camera Issued"
"2023","SA",0,0,0,"Other"
"2023","SA",1428,4,6,"Police Issued"
"2023","SA",996,0,0,"Camera Issued"
"2023","SA",1310,0,0,"Camera Issued"
"2023","SA",0,0,0,"Other"
"2023","SA",355,1,0,"Police Issued"
"2023","SA",184,0,0,"Camera Issued"
"2023","SA",204,0,0,"Camera Issued"
"2023","SA",0,0,0,"Other"
"2023","SA",3,0,0,"Police Issued"
"2023","TAS",577,0,0,"Camera Issued"
"2023","TAS",447,0,6,"Police Issued"
"2023","TAS",1568,0,0,"Camera Issued"
"2023","TAS",736,0,21,"Police Issued"
"2023","TAS",1903,0,0,"Camera Issued"
"2023","TAS",834,0,7,"Police Issued"
"2023","TAS",623,0,0,"Camera Issued"
"2023","TAS",239,0,0,"Police Issued"
"2023","TAS",5,0,0,"Camera Issued"
"2023","TAS",1,0,0,"Police Issued"
"2023","VIC",63,0,0,"Camera Issued"
"2023","VIC",68,0,0,"Camera Issued"
"2023","VIC",9,0,0,"Police Issued"
"2023","VIC",218,0,0,"Camera Issued"
"2023","VIC",252,0,0,"Camera Issued"
"2023","VIC",23,0,0,"Police Issued"
"2023","VIC",288,0,0,"Camera Issued"
"2023","VIC",364,0,0,"Camera Issued"
"2023","VIC",18,0,0,"Police Issued"
"2023","VIC",62,0,0,"Camera Issued"
"2023","VIC",117,0,0,"Camera Issued"
"2023","VIC",1,0,0,"Police Issued"
"2023","VIC",205,0,0,"Camera Issued"
"2023","VIC",126,0,0,"Camera Issued"
"2023","VIC",1,0,0,"Police Issued"
"2023","WA",1,0,0,"Camera Issued"
"2023","WA",229,0,0,"Camera Issued"
"2023","WA",1325,0,0,"Camera Issued"
"2023","WA",3685,0,0,"Camera Issued"
"2023","WA",916,0,0,"Police Issued"
"2023","WA",893,0,0,"Camera Issued"
"2023","WA",471,0,0,"Camera Issued"
"2023","WA",4272,0,0,"Camera Issued"
"2023","WA",9352,0,0,"Camera Issued"
"2023","WA",1913,0,0,"Police Issued"
"2023","WA",3494,0,0,"Camera Issued"
"2023","WA",546,0,0,"Camera Issued"
"2023","WA",6412,0,0,"Camera Issued"
"2023","WA",13530,0,0,"Camera Issued"
"2023","WA",2201,0,0,"Police Issued"
"2023","WA",7450,0,0,"Camera Issued"
"2023","WA",85,0,0,"Camera Issued"
"2023","WA",1618,0,0,"Camera Issued"
"2023","WA",3317,0,0,"Camera Issued"
"2023","WA",401,0,0,"Police Issued"
"2023","WA",2027,0,0,"Camera Issued"
"2023","WA",11,0,0,"Camera Issued"
"2023","WA",17,0,0,"Camera Issued"
"2023","WA",12,0,0,"Camera Issued"
"2023","QLD",9790,0,0,"Camera Issued"
"2023","QLD",263939,0,0,"Camera Issued"
"2023","QLD",469785,0,0,"Camera Issued"
"2023","QLD",117112,0,0,"Police Issued"
"2023","NSW",13,0,0,"Police Issued"
"2023","NSW",6,0,0,"Police Issued"
"2023","NSW",6,0,0,"Police Issued"
"2023","NSW",32476,0,0,"Camera Issued"
"2023","NSW",2069,0,0,"Camera Issued"
"2023","NSW",18135,0,0,"Camera Issued"
"2023","NT",3,0,0,"Camera Issued"
"2023","NT",1,0,0,"Police Issued"
"2023","NT",251,0,0,"Camera Issued"
"2023","NT",40,1,4,"Police Issued"
"2023","NT",85,0,0,"Camera Issued"
"2023","NT",639,0,0,"Camera Issued"
"2023","NT",121,3,6,"Police Issued"
"2023","NT",228,0,0,"Camera Issued"
"2023","NT",702,0,0,"Camera Issued"
"2023","NT",100,0,0,"Police Issued"
"2023","NT",381,0,0,"Camera Issued"
"2023","NT",154,0,0,"Camera Issued"
"2023","NT",19,0,4,"Police Issued"
"2023","NT",74,0,0,"Camera Issued"
"2023","NT",61,0,0,"Camera Issued"
"2023","NT",25,0,0,"Camera Issued"
"2023","SA",0,0,0,"Camera Issued"
"2023","SA",0,0,0,"Camera Issued"
"2023","SA",0,0,0,"Other"
"2023","SA",0,0,0,"Police Issued"
"2023","SA",482,0,0,"Camera Issued"
"2023","SA",886,0,0,"Camera Issued"
"2023","SA",0,0,0,"Other"
"2023","SA",609,3,3,"Police Issued"
"2023","SA",1083,0,0,"Camera Issued"
"2023","SA",2458,0,0,"Camera Issued"
"2023","SA",0,0,0,"Other"
"2023","SA",1131,1,7,"Police Issued"
"2023","SA",2287,0,0,"Camera Issued"
"2023","SA",4066,0,0,"Camera Issued"
"2023","SA",0,0,0,"Other"
"2023","SA",1408,1,7,"Police Issued"
"2023","SA",880,0,0,"Camera Issued"
"2023","SA",1074,0,0,"Camera Issued"
"2023","SA",0,0,0,"Other"
"2023","SA",356,0,1,"Police Issued"
"2023","SA",195,0,0,"Camera Issued"
"2023","SA",219,0,0,"Camera Issued"
"2023","SA",0,0,0,"Other"
"2023","SA",3,0,0,"Police Issued"
"2023","TAS",0,0,0,"Police Issued"
"2023","TAS",389,0,0,"Camera Issued"
"2023","TAS",319,0,9,"Police Issued"
"2023","TAS",1001,0,0,"Camera Issued"
"2023","TAS",562,0,16,"Police Issued"
"2023","TAS",1193,0,0,"Camera Issued"
"2023","TAS",642,0,6,"Police Issued"
"2023","TAS",419,0,0,"Camera Issued"
"2023","TAS",207,0,0,"Police Issued"
"2023","TAS",3,0,0,"Camera Issued"
"2023","TAS",1,0,0,"Police Issued"
"2023","VIC",46,0,0,"Camera Issued"
"2023","VIC",76,0,0,"Camera Issued"
"2023","VIC",8,0,0,"Police Issued"
"2023","VIC",87,0,0,"Camera Issued"
"2023","VIC",206,0,0,"Camera Issued"
"2023","VIC",24,0,0,"Police Issued"
"2023","VIC",111,0,0,"Camera Issued"
"2023","VIC",292,0,0,"Camera Issued"
"2023","VIC",26,0,0,"Police Issued"
"2023","VIC",38,0,0,"Camera Issued"
"2023","VIC",113,0,0,"Camera Issued"
"2023","VIC",3,0,0,"Police Issued"
"2023","VIC",69,0,0,"Camera Issued"
"2023","VIC",110,0,0,"Camera Issued"
"2023","WA",251,0,0,"Camera Issued"
"2023","WA",1052,0,0,"Camera Issued"
"2023","WA",5145,0,0,"Camera Issued"
"2023","WA",839,0,0,"Police Issued"
"2023","WA",801,0,0,"Camera Issued"
"2023","WA",604,0,0,"Camera Issued"
"2023","WA",3597,0,0,"Camera Issued"
"2023","WA",13069,0,0,"Camera Issued"
"2023","WA",1511,0,0,"Police Issued"
"2023","WA",2795,0,0,"Camera Issued"
"2023","WA",609,0,0,"Camera Issued"
"2023","WA",5241,0,0,"Camera Issued"
"2023","WA",19349,0,0,"Camera Issued"
"2023","WA",1808,0,0,"Police Issued"
"2023","WA",5845,0,0,"Camera Issued"
"2023","WA",112,0,0,"Camera Issued"
"2023","WA",1323,0,0,"Camera Issued"
"2023","WA",4878,0,0,"Camera Issued"
"2023","WA",348,0,0,"Police Issued"
"2023","WA",1464,0,0,"Camera Issued"
"2023","WA",3,0,0,"Camera Issued"
"2023","WA",11,0,0,"Camera Issued"
"2023","WA",29,0,0,"Camera Issued"
"2023","WA",3,0,0,"Camera Issued"
"2023","NSW",3,0,0,"Police Issued"
"2023","NSW",6,0,0,"Police Issued"
"2023","NSW",3,0,0,"Police Issued"
"2023","NSW",1,0,0,"Police Issued"
"2023","NSW",43006,0,0,"Camera Issued"
"2023","NSW",2996,0,0,"Camera Issued"
"2023","NSW",21667,0,0,"Camera Issued"
"2023","NT",2,0,0,"Camera Issued"
"2023","NT",2,0,0,"Camera Issued"
"2023","NT",294,0,0,"Camera Issued"
"2023","NT",51,3,7,"Police Issued"
"2023","NT",61,0,0,"Camera Issued"
"2023","NT",665,0,0,"Camera Issued"
"2023","NT",73,3,7,"Police Issued"
"2023","NT",241,0,0,"Camera Issued"
"2023","NT",794,0,0,"Camera Issued"
"2023","NT",72,0,0,"Police Issued"
"2023","NT",382,0,0,"Camera Issued"
"2023","NT",199,0,0,"Camera Issued"
"2023","NT",14,0,2,"Police Issued"
"2023","NT",70,0,0,"Camera Issued"
"2023","NT",63,0,0,"Camera Issued"
"2023","NT",25,0,0,"Camera Issued"
"2023","SA",0,0,0,"Camera Issued"
"2023","SA",0,0,0,"Camera Issued"
"2023","SA",0,0,0,"Other"
"2023","SA",0,0,0,"Police Issued"
"2023","SA",592,0,0,"Camera Issued"
"2023","SA",882,0,0,"Camera Issued"
"2023","SA",0,0,0,"Other"
"2023","SA",771,3,4,"Police Issued"
"2023","SA",1585,0,0,"Camera Issued"
"2023","SA",2410,0,0,"Camera Issued"
"2023","SA",0,0,0,"Other"
"2023","SA",1425,0,11,"Police Issued"
"2023","SA",2808,0,0,"Camera Issued"
"2023","SA",4072,0,0,"Camera Issued"
"2023","SA",1,0,0,"Other"
"2023","SA",1725,5,12,"Police Issued"
"2023","SA",1118,0,0,"Camera Issued"
"2023","SA",1104,0,0,"Camera Issued"
"2023","SA",0,0,0,"Other"
"2023","SA",447,0,1,"Police Issued"
"2023","SA",266,0,0,"Camera Issued"
"2023","SA",228,0,0,"Camera Issued"
"2023","SA",0,0,0,"Other"
"2023","SA",4,0,0,"Police Issued"
"2023","TAS",0,0,1,"Police Issued"
"2023","TAS",319,0,0,"Camera Issued"
"2023","TAS",301,0,15,"Police Issued"
"2023","TAS",860,0,0,"Camera Issued"
"2023","TAS",517,0,18,"Police Issued"
"2023","TAS",1118,0,0,"Camera Issued"
"2023","TAS",640,0,7,"Police Issued"
"2023","TAS",434,0,0,"Camera Issued"
"2023","TAS",181,0,0,"Police Issued"
"2023","TAS",2,0,0,"Police Issued"
"2023","VIC",58,0,0,"Camera Issued"
"2023","VIC",54,0,0,"Camera Issued"
"2023","VIC",4,0,0,"Police Issued"
"2023","VIC",203,0,0,"Camera Issued"
"2023","VIC",169,0,0,"Camera Issued"
"2023","VIC",19,0,0,"Police Issued"
"2023","VIC",333,0,0,"Camera Issued"
"2023","VIC",244,0,0,"Camera Issued"
"2023","VIC",26,0,0,"Police Issued"
"2023","VIC",99,0,0,"Camera Issued"
"2023","VIC",98,0,0,"Camera Issued"
"2023","VIC",6,0,0,"Police Issued"
"2023","VIC",182,0,0,"Camera Issued"
"2023","VIC",115,0,0,"Camera Issued"
"2023","WA",266,0,0,"Camera Issued"
"2023","WA",1178,0,0,"Camera Issued"
"2023","WA",4505,0,0,"Camera Issued"
"2023","WA",695,0,0,"Police Issued"
"2023","WA",915,0,0,"Camera Issued"
"2023","WA",631,0,0,"Camera Issued"
"2023","WA",3463,0,0,"Camera Issued"
"2023","WA",11506,0,0,"Camera Issued"
"2023","WA",1495,0,0,"Police Issued"
"2023","WA",3087,0,0,"Camera Issued"
"2023","WA",673,0,0,"Camera Issued"
"2023","WA",5077,0,0,"Camera Issued"
"2023","WA",16622,0,0,"Camera Issued"
"2023","WA",1719,0,0,"Police Issued"
"2023","WA",6471,0,0,"Camera Issued"
"2023","WA",123,0,0,"Camera Issued"
"2023","WA",1210,0,0,"Camera Issued"
"2023","WA",4273,0,0,"Camera Issued"
"2023","WA",333,0,0,"Police Issued"
"2023","WA",1685,0,0,"Camera Issued"
"2023","WA",1,0,0,"Camera Issued"
"2023","WA",13,0,0,"Camera Issued"
"2023","WA",16,0,0,"Camera Issued"
"2023","WA",7,0,0,"Camera Issued"
"2023","NSW",7,0,0,"Police Issued"
"2023","NSW",2,0,0,"Police Issued"
"2023","NSW",12,0,0,"Police Issued"
"2023","NSW",2,0,0,"Police Issued"
"2023","NSW",28762,0,0,"Camera Issued"
"2023","NSW",3736,0,0,"Camera Issued"
"2023","NSW",17047,0,0,"Camera Issued"
"2023","NT",3,0,0,"Police Issued"
"2023","NT",2,0,0,"Camera Issued"
"2023","NT",260,0,0,"Camera Issued"
"2023","NT",85,0,3,"Police Issued"
"2023","NT",81,0,0,"Camera Issued"
"2023","NT",592,0,0,"Camera Issued"
"2023","NT",156,2,8,"Police Issued"
"2023","NT",231,0,0,"Camera Issued"
"2023","NT",746,0,0,"Camera Issued"
"2023","NT",179,0,0,"Police Issued"
"2023","NT",342,0,0,"Camera Issued"
"2023","NT",196,0,0,"Camera Issued"
"2023","NT",23,0,3,"Police Issued"
"2023","NT",68,0,0,"Camera Issued"
"2023","NT",58,0,0,"Camera Issued"
"2023","NT",30,0,0,"Camera Issued"
"2023","SA",0,0,0,"Camera Issued"
"2023","SA",0,0,0,"Camera Issued"
"2023","SA",0,0,0,"Other"
"2023","SA",0,0,0,"Police Issued"
"2023","SA",411,0,0,"Camera Issued"
"2023","SA",694,0,0,"Camera Issued"
"2023","SA",0,0,0,"Other"
"2023","SA",729,3,7,"Police Issued"
"2023","SA",1059,0,0,"Camera Issued"
"2023","SA",1836,0,0,"Camera Issued"
"2023","SA",0,0,0,"Other"
"2023","SA",1252,0,10,"Police Issued"
"2023","SA",1982,0,0,"Camera Issued"
"2023","SA",3095,0,0,"Camera Issued"
"2023","SA",0,0,0,"Other"
"2023","SA",1709,1,11,"Police Issued"
"2023","SA",768,0,0,"Camera Issued"
"2023","SA",1016,0,0,"Camera Issued"
"2023","SA",0,0,0,"Other"
"2023","SA",426,0,1,"Police Issued"
"2023","SA",176,0,0,"Camera Issued"
"2023","SA",154,0,0,"Camera Issued"
"2023","SA",0,0,0,"Other"
"2023","SA",3,0,0,"Police Issued"
"2023","TAS",1,0,0,"Camera Issued"
"2023","TAS",370,0,0,"Camera Issued"
"2023","TAS",321,0,3,"Police Issued"
"2023","TAS",903,0,0,"Camera Issued"
"2023","TAS",523,0,4,"Police Issued"
"2023","TAS",1246,0,0,"Camera Issued"
"2023","TAS",539,0,5,"Police Issued"
"2023","TAS",458,0,0,"Camera Issued"
"2023","TAS",158,0,0,"Police Issued"
"2023","TAS",1,0,0,"Camera Issued"
"2023","TAS",1,0,0,"Police Issued"
"2023","VIC",59,0,0,"Camera Issued"
"2023","VIC",43,0,0,"Camera Issued"
"2023","VIC",3,0,0,"Police Issued"
"2023","VIC",246,0,0,"Camera Issued"
"2023","VIC",173,0,0,"Camera Issued"
"2023","VIC",13,0,0,"Police Issued"
"2023","VIC",360,0,0,"Camera Issued"
"2023","VIC",250,0,0,"Camera Issued"
"2023","VIC",17,0,0,"Police Issued"
"2023","VIC",123,0,0,"Camera Issued"
"2023","VIC",101,0,0,"Camera Issued"
"2023","VIC",6,0,0,"Police Issued"
"2023","VIC",217,0,0,"Camera Issued"
"2023","VIC",122,0,0,"Camera Issued"
"2023","WA",2,0,0,"Camera Issued"
"2023","WA",228,0,0,"Camera Issued"
"2023","WA",1103,0,0,"Camera Issued"
"2023","WA",4984,0,0,"Camera Issued"
"2023","WA",713,0,0,"Police Issued"
"2023","WA",853,0,0,"Camera Issued"
"2023","WA",550,0,0,"Camera Issued"
"2023","WA",3564,0,0,"Camera Issued"
"2023","WA",12026,0,0,"Camera Issued"
"2023","WA",1497,0,0,"Police Issued"
"2023","WA",3212,0,0,"Camera Issued"
"2023","WA",589,0,0,"Camera Issued"
"2023","WA",5067,0,0,"Camera Issued"
"2023","WA",17048,0,0,"Camera Issued"
"2023","WA",1728,0,0,"Police Issued"
"2023","WA",6593,0,0,"Camera Issued"
"2023","WA",104,0,0,"Camera Issued"
"2023","WA",1152,0,0,"Camera Issued"
"2023","WA",4021,0,0,"Camera Issued"
"2023","WA",329,0,0,"Police Issued"
"2023","WA",1745,0,0,"Camera Issued"
"2023","WA",1,0,0,"Camera Issued"
"2023","WA",7,0,0,"Camera Issued"
"2023","WA",21,0,0,"Camera Issued"
"2023","WA",5,0,0,"Camera Issued"
"2023","NSW",7,0,0,"Police Issued"
"2023","NSW",6,0,0,"Police Issued"
"2023","NSW",4,0,0,"Police Issued"
"2023","NSW",37527,0,0,"Camera Issued"
"2023","NSW",3680,0,0,"Camera Issued"
"2023","NSW",19530,0,0,"Camera Issued"
"2023","NT",1,0,0,"Camera Issued"
"2023","NT",2,0,0,"Police Issued"
"2023","NT",1,0,0,"Camera Issued"
"2023","NT",311,0,0,"Camera Issued"
"2023","NT",42,0,3,"Police Issued"
"2023","NT",104,0,0,"Camera Issued"
"2023","NT",830,0,0,"Camera Issued"
"2023","NT",103,2,10,"Police Issued"
"2023","NT",419,0,0,"Camera Issued"
"2023","NT",1067,0,0,"Camera Issued"
"2023","NT",82,0,0,"Police Issued"
"2023","NT",532,0,0,"Camera Issued"
"2023","NT",297,0,0,"Camera Issued"
"2023","NT",10,1,2,"Police Issued"
"2023","NT",120,0,0,"Camera Issued"
"2023","NT",100,0,0,"Camera Issued"
"2023","NT",35,0,0,"Camera Issued"
"2023","SA",0,0,0,"Camera Issued"
"2023","SA",0,0,0,"Camera Issued"
"2023","SA",0,0,0,"Other"
"2023","SA",0,0,0,"Police Issued"
"2023","SA",487,0,0,"Camera Issued"
"2023","SA",910,0,0,"Camera Issued"
"2023","SA",0,0,0,"Other"
"2023","SA",601,0,7,"Police Issued"
"2023","SA",1311,0,0,"Camera Issued"
"2023","SA",2279,0,0,"Camera Issued"
"2023","SA",0,0,0,"Other"
"2023","SA",1115,3,12,"Police Issued"
"2023","SA",2506,0,0,"Camera Issued"
"2023","SA",3762,0,0,"Camera Issued"
"2023","SA",0,0,0,"Other"
"2023","SA",1441,1,8,"Police Issued"
"2023","SA",941,0,0,"Camera Issued"
"2023","SA",1024,0,0,"Camera Issued"
"2023","SA",0,0,0,"Other"
"2023","SA",416,0,0,"Police Issued"
"2023","SA",207,0,0,"Camera Issued"
"2023","SA",178,0,0,"Camera Issued"
"2023","SA",0,0,0,"Other"
"2023","SA",1,0,0,"Police Issued"
"2023","TAS",3,0,0,"Camera Issued"
"2023","TAS",427,0,0,"Camera Issued"
"2023","TAS",324,0,9,"Police Issued"
"2023","NSW",6,0,0,"Police Issued"
"2023","NSW",9,0,0,"Police Issued"
"2023","NSW",8,0,0,"Police Issued"
"2023","NSW",2,0,0,"Police Issued"
"2023","NSW",36480,0,0,"Camera Issued"
"2023","NSW",3397,0,0,"Camera Issued"
"2023","NSW",22829,0,0,"Camera Issued"
"2023","NT",4,0,0,"Camera Issued"
"2023","NT",1,0,0,"Police Issued"
"2023","NT",1,0,0,"Camera Issued"
"2023","NT",425,0,0,"Camera Issued"
"2023","NT",45,0,5,"Police Issued"
"2023","NT",49,0,0,"Camera Issued"
"2023","NT",972,0,0,"Camera Issued"
"2023","NT",100,2,11,"Police Issued"
"2023","NT",148,0,0,"Camera Issued"
"2023","NT",1175,0,0,"Camera Issued"
"2023","NT",103,0,0,"Police Issued"
"2023","NT",245,0,0,"Camera Issued"
"2023","NT",327,0,0,"Camera Issued"
"2023","NT",12,1,4,"Police Issued"
"2023","NT",40,0,0,"Camera Issued"
"2023","NT",94,0,0,"Camera Issued"
"2023","NT",13,0,0,"Camera Issued"
"2023","SA",0,0,0,"Camera Issued"
"2023","SA",0,0,0,"Camera Issued"
"2023","SA",0,0,0,"Other"
"2023","SA",0,1,0,"Police Issued"
"2023","SA",491,0,0,"Camera Issued"
"2023","SA",871,0,0,"Camera Issued"
"2023","SA",0,0,0,"Other"
"2023","SA",719,2,7,"Police Issued"
"2023","SA",1155,0,0,"Camera Issued"
"2023","SA",2501,0,0,"Camera Issued"
"2023","SA",0,0,0,"Other"
"2023","SA",1311,2,12,"Police Issued"
"2023","SA",2191,0,0,"Camera Issued"
"2023","SA",3960,0,0,"Camera Issued"
"2023","SA",0,0,0,"Other"
"2023","SA",1711,7,9,"Police Issued"
"2023","SA",808,0,0,"Camera Issued"
"2023","SA",1099,0,0,"Camera Issued"
"2023","SA",0,0,0,"Other"
"2023","SA",456,0,0,"Police Issued"
"2023","SA",171,0,0,"Camera Issued"
"2023","SA",198,0,0,"Camera Issued"
"2023","SA",0,0,0,"Other"
"2023","SA",2,0,0,"Police Issued"
"2023","TAS",3,0,0,"Camera Issued"
"2023","TAS",474,0,0,"Camera Issued"
"2023","TAS",294,0,11,"Police Issued"
"2023","TAS",1128,0,0,"Camera Issued"
"2023","TAS",504,0,17,"Police Issued"
"2023","TAS",1692,0,0,"Camera Issued"
"2023","TAS",536,0,8,"Police Issued"
"2023","TAS",561,0,0,"Camera Issued"
"2023","TAS",168,0,0,"Police Issued"
"2023","TAS",1,0,0,"Camera Issued"
"2023","VIC",52,0,0,"Camera Issued"
"2023","VIC",84,0,0,"Camera Issued"
"2023","VIC",33,0,0,"Police Issued"
"2023","VIC",142,0,0,"Camera Issued"
"2023","VIC",221,0,0,"Camera Issued"
"2023","VIC",65,0,0,"Police Issued"
"2023","VIC",259,0,0,"Camera Issued"
"2023","VIC",365,0,0,"Camera Issued"
"2023","VIC",99,0,0,"Police Issued"
"2023","VIC",70,0,0,"Camera Issued"
"2023","VIC",146,0,0,"Camera Issued"
"2023","VIC",26,0,0,"Police Issued"
"2023","VIC",186,0,0,"Camera Issued"
"2023","VIC",166,0,0,"Camera Issued"
"2023","WA",2,0,0,"Camera Issued"
"2023","WA",1,0,0,"Camera Issued"
"2023","WA",1,0,0,"Camera Issued"
"2023","WA",243,0,0,"Camera Issued"
"2023","WA",1055,0,0,"Camera Issued"
"2023","WA",5751,0,0,"Camera Issued"
"2023","WA",848,0,0,"Police Issued"
"2023","WA",963,0,0,"Camera Issued"
"2023","WA",581,0,0,"Camera Issued"
"2023","WA",2970,0,0,"Camera Issued"
"2023","WA",13870,0,0,"Camera Issued"
"2023","WA",1591,0,0,"Police Issued"
"2023","WA",3479,0,0,"Camera Issued"
"2023","WA",623,0,0,"Camera Issued"
"2023","WA",4809,0,0,"Camera Issued"
"2023","WA",19806,0,0,"Camera Issued"
"2023","WA",1909,0,0,"Police Issued"
"2023","WA",7557,0,0,"Camera Issued"
"2023","WA",97,0,0,"Camera Issued"
"2023","WA",1191,0,0,"Camera Issued"
"2023","WA",4523,0,0,"Camera Issued"
"2023","WA",360,0,0,"Police Issued"
"2023","WA",2251,0,0,"Camera Issued"
"2023","WA",1,0,0,"Camera Issued"
"2023","WA",4,0,0,"Camera Issued"
"2023","WA",12,0,0,"Camera Issued"
"2023","WA",2,0,0,"Police Issued"
"2023","WA",5,0,0,"Camera Issued"
"2023","NSW",11,0,0,"Police Issued"
"2023","NSW",5,0,0,"Police Issued"
"2023","NSW",7,0,0,"Police Issued"
"2023","NSW",35372,0,0,"Camera Issued"
"2023","NSW",3518,0,0,"Camera Issued"
"2023","NSW",21650,0,0,"Camera Issued"
"2023","NT",3,0,0,"Camera Issued"
"2023","NT",1,0,0,"Police Issued"
"2023","NT",411,0,0,"Camera Issued"
"2023","NT",73,1,3,"Police Issued"
"2023","NT",28,0,0,"Camera Issued"
"2023","NT",1077,0,0,"Camera Issued"
"2023","NT",114,2,7,"Police Issued"
"2023","NT",49,0,0,"Camera Issued"
"2023","NT",1344,0,0,"Camera Issued"
"2023","NT",102,0,0,"Police Issued"
"2023","NT",98,0,0,"Camera Issued"
"2023","NT",334,0,0,"Camera Issued"
"2023","NT",19,0,3,"Police Issued"
"2023","NT",22,0,0,"Camera Issued"
"2023","NT",160,0,0,"Camera Issued"
"2023","NT",5,0,0,"Camera Issued"
"2023","SA",0,0,0,"Camera Issued"
"2023","SA",0,0,0,"Camera Issued"
"2023","SA",0,0,0,"Other"
"2023","SA",0,2,1,"Police Issued"
"2023","SA",476,0,0,"Camera Issued"
"2023","SA",860,0,0,"Camera Issued"
"2023","SA",0,0,0,"Other"
"2023","SA",755,1,8,"Police Issued"
"2023","SA",1140,0,0,"Camera Issued"
"2023","SA",2305,0,0,"Camera Issued"
"2023","SA",0,0,0,"Other"
"2023","SA",1380,1,13,"Police Issued"
"2023","SA",2030,0,0,"Camera Issued"
"2023","SA",3651,0,0,"Camera Issued"
"2023","SA",0,0,0,"Other"
"2023","SA",1717,5,8,"Police Issued"
"2023","SA",822,0,0,"Camera Issued"
"2023","SA",1052,0,0,"Camera Issued"
"2023","SA",0,0,0,"Other"
"2023","SA",465,0,0,"Police Issued"
"2023","SA",150,0,0,"Camera Issued"
"2023","SA",185,0,0,"Camera Issued"
"2023","SA",0,0,0,"Other"
"2023","SA",6,0,0,"Police Issued"
"2023","TAS",3,0,0,"Camera Issued"
"2023","TAS",0,0,1,"Police Issued"
"2023","TAS",371,0,0,"Camera Issued"
"2023","TAS",384,0,6,"Police Issued"
"2023","TAS",854,0,0,"Camera Issued"
"2023","TAS",580,0,18,"Police Issued"
"2023","TAS",1180,0,0,"Camera Issued"
"2023","TAS",675,0,9,"Police Issued"
"2023","TAS",393,0,0,"Camera Issued"
"2023","TAS",181,0,0,"Police Issued"
"2023","TAS",1,0,0,"Police Issued"
"2023","VIC",61,0,0,"Camera Issued"
"2023","VIC",73,0,0,"Camera Issued"
"2023","VIC",25,0,0,"Police Issued"
"2023","VIC",197,0,0,"Camera Issued"
"2023","VIC",266,0,0,"Camera Issued"
"2023","VIC",60,0,0,"Police Issued"
"2023","VIC",315,0,0,"Camera Issued"
"2023","VIC",417,0,0,"Camera Issued"
"2023","VIC",82,0,0,"Police Issued"
"2023","VIC",99,0,0,"Camera Issued"
"2023","VIC",136,0,0,"Camera Issued"
"2023","VIC",16,0,0,"Police Issued"
"2023","VIC",208,0,0,"Camera Issued"
"2023","VIC",191,0,0,"Camera Issued"
"2023","WA",2,0,0,"Camera Issued"
"2023","WA",1,0,0,"Camera Issued"
"2023","WA",159,0,0,"Camera Issued"
"2023","WA",802,0,0,"Camera Issued"
"2023","WA",6221,0,0,"Camera Issued"
"2023","WA",765,0,0,"Police Issued"
"2023","WA",1069,0,0,"Camera Issued"
"2023","WA",385,0,0,"Camera Issued"
"2023","WA",2514,0,0,"Camera Issued"
"2023","WA",14314,0,0,"Camera Issued"
"2023","WA",1234,0,0,"Police Issued"
"2023","WA",3557,0,0,"Camera Issued"
"2023","WA",418,0,0,"Camera Issued"
"2023","WA",3824,0,0,"Camera Issued"
"2023","WA",19385,0,0,"Camera Issued"
"2023","WA",1541,0,0,"Police Issued"
"2023","WA",7520,0,0,"Camera Issued"
"2023","WA",90,0,0,"Camera Issued"
"2023","WA",940,0,0,"Camera Issued"
"2023","WA",4267,0,0,"Camera Issued"
"2023","WA",295,0,0,"Police Issued"
"2023","WA",2202,0,0,"Camera Issued"
"2023","WA",1,0,0,"Camera Issued"
"2023","WA",2,0,0,"Camera Issued"
"2023","WA",11,0,0,"Camera Issued"
"2023","WA",4,0,0,"Camera Issued"
"2023","NSW",1,0,0,"Police Issued"
"2023","NSW",21,0,2,"Police Issued"
"2023","NSW",41,0,1,"Police Issued"
"2023","NSW",30,0,0,"Police Issued"
"2023","NSW",6,0,0,"Police Issued"
"2023","NSW",36067,0,0,"Camera Issued"
"2023","NSW",3340,0,0,"Camera Issued"
"2023","NSW",21624,0,0,"Camera Issued"
"2023","NT",3,0,0,"Camera Issued"
"2023","NT",2,0,0,"Police Issued"
"2023","NT",329,0,0,"Camera Issued"
"2023","NT",51,2,6,"Police Issued"
