"JURISDICTION","LOCATION","AGE_GROUP","FINES","ARRESTS","CHARGES","FINES_log"
"TAS","Unknown","40-64",668,0,8,2.825426117767823
"TAS","Unknown","65 and over",975,0,0,2.9894498176666913
"TAS","Unknown","65 and over",220,0,1,2.34439227368511
"TAS","Unknown","Unknown",3,0,0,0.6020599913279623
"VIC","Inner Regional Australia","0-16",0,0,0,0
"VIC","Inner Regional Australia","0-16",0,0,0,0
"VIC","Inner Regional Australia","17-25",8,0,0,0.9542425094393249
"VIC","Inner Regional Australia","17-25",10,0,0,1.041392685158225
"VIC","Inner Regional Australia","26-39",4,0,0,0.6989700043360187
"VIC","Inner Regional Australia","26-39",21,0,0,1.3424226808222062
"VIC","Inner Regional Australia","40-64",9,0,0,1
"VIC","Inner Regional Australia","40-64",21,0,0,1.3424226808222062
"VIC","Inner Regional Australia","65 and over",5,0,0,0.7781512503836435
"VIC","Inner Regional Australia","65 and over",8,0,0,0.9542425094393249
"VIC","Inner Regional Australia","Unknown",0,0,0,0
"VIC","Inner Regional Australia","Unknown",1,0,0,0.30102999566398114
"VIC","Major Cities of Australia","0-16",0,0,0,0
"VIC","Major Cities of Australia","0-16",0,0,0,0
"VIC","Major Cities of Australia","17-25",98,0,0,1.9956351945975497
"VIC","Major Cities of Australia","17-25",43,0,0,1.6434526764861872
"VIC","Major Cities of Australia","26-39",120,0,0,2.08278537031645
"VIC","Major Cities of Australia","26-39",58,0,0,1.7708520116421442
"VIC","Major Cities of Australia","40-64",174,0,0,2.2430380486862944
"VIC","Major Cities of Australia","40-64",93,0,0,1.9731278535996983
"VIC","Major Cities of Australia","65 and over",28,0,0,1.462397997898956
"VIC","Major Cities of Australia","65 and over",14,0,0,1.1760912590556811
"VIC","Major Cities of Australia","Unknown",39,0,0,1.6020599913279623
"VIC","Major Cities of Australia","Unknown",11,0,0,1.0791812460476247
"VIC","Outer Regional Australia","0-16",0,0,0,0
"VIC","Outer Regional Australia","0-16",0,0,0,0
"VIC","Outer Regional Australia","17-25",0,0,0,0
"VIC","Outer Regional Australia","17-25",0,0,0,0
"VIC","Outer Regional Australia","26-39",0,0,0,0
"VIC","Outer Regional Australia","26-39",5,0,0,0.7781512503836435
"VIC","Outer Regional Australia","40-64",1,0,0,0.30102999566398114
"VIC","Outer Regional Australia","40-64",10,0,0,1.041392685158225
"VIC","Outer Regional Australia","65 and over",0,0,0,0
"VIC","Outer Regional Australia","65 and over",2,0,0,0.47712125471966244
"VIC","Outer Regional Australia","Unknown",0,0,0,0
"VIC","Outer Regional Australia","Unknown",0,0,0,0
"VIC","Remote Australia","0-16",0,0,0,0
"VIC","Remote Australia","0-16",0,0,0,0
"VIC","Remote Australia","17-25",0,0,0,0
"VIC","Remote Australia","17-25",0,0,0,0
"VIC","Remote Australia","26-39",0,0,0,0
"VIC","Remote Australia","26-39",0,0,0,0
"VIC","Remote Australia","40-64",0,0,0,0
"VIC","Remote Australia","40-64",0,0,0,0
"VIC","Remote Australia","65 and over",0,0,0,0
"VIC","Remote Australia","65 and over",0,0,0,0
"VIC","Remote Australia","Unknown",0,0,0,0
"VIC","Remote Australia","Unknown",0,0,0,0
"VIC","Unknown","0-16",0,0,0,0
"VIC","Unknown","0-16",0,0,0,0
"VIC","Unknown","0-16",1,0,0,0.30102999566398114
"VIC","Unknown","17-25",21,0,0,1.3424226808222062
"VIC","Unknown","17-25",0,0,0,0
"VIC","Unknown","17-25",513,0,0,2.7109631189952754
"VIC","Unknown","26-39",17,0,0,1.2552725051033058
"VIC","Unknown","26-39",0,0,0,0
"VIC","Unknown","26-39",636,0,0,2.80413943233535
"VIC","Unknown","40-64",22,0,0,1.3617278360175928
"VIC","Unknown","40-64",0,0,0,0
"VIC","Unknown","40-64",569,0,0,2.7558748556724915
"VIC","Unknown","65 and over",3,0,0,0.6020599913279623
"VIC","Unknown","65 and over",0,0,0,0
"VIC","Unknown","65 and over",104,0,0,2.021189299069938
"VIC","Unknown","Unknown",5,0,0,0.7781512503836435
"VIC","Unknown","Unknown",0,0,0,0
"WA","Unknown","17-25",8,0,0,0.9542425094393249
"WA","Unknown","26-39",23,0,0,1.380211241711606
"WA","Unknown","40-64",28,0,0,1.462397997898956
"WA","Unknown","65 and over",2,0,0,0.47712125471966244
"ACT","Major Cities of Australia","0-16",1,0,0,0.30102999566398114
"ACT","Major Cities of Australia","0-16",1,0,0,0.30102999566398114
"ACT","Major Cities of Australia","17-25",468,0,0,2.671172842715083
"ACT","Major Cities of Australia","17-25",159,0,0,2.2041199826559246
"ACT","Major Cities of Australia","17-25",80,0,2,1.9084850188786497
"ACT","Major Cities of Australia","26-39",1233,0,0,3.091315159697223
"ACT","Major Cities of Australia","26-39",370,0,0,2.5693739096150456
"ACT","Major Cities of Australia","26-39",108,1,1,2.0374264979406234
"ACT","Major Cities of Australia","40-64",1971,0,0,3.2949069106051923
"ACT","Major Cities of Australia","40-64",522,0,0,2.718501688867274
"ACT","Major Cities of Australia","40-64",103,0,2,2.0170333392987803
"ACT","Major Cities of Australia","65 and over",606,0,0,2.7831886910752575
"ACT","Major Cities of Australia","65 and over",172,0,0,2.2380461031287955
"ACT","Major Cities of Australia","65 and over",12,0,0,1.1139433523068367
"ACT","Major Cities of Australia","Unknown",169,0,0,2.2304489213782737
"ACT","Major Cities of Australia","Unknown",43,0,0,1.6434526764861872
"ACT","Major Cities of Australia","Unknown",1,0,0,0.30102999566398114
"NSW","Inner Regional Australia","0-16",9,0,1,1
"NSW","Inner Regional Australia","17-25",1815,0,18,3.259115844185066
"NSW","Inner Regional Australia","26-39",3010,0,14,3.478710755512759
"NSW","Inner Regional Australia","40-64",2986,0,5,3.475235222604128
"NSW","Inner Regional Australia","65 and over",725,0,1,2.8609366207000932
"NSW","Major Cities of Australia","0-16",11,0,2,1.0791812460476247
"NSW","Major Cities of Australia","17-25",2424,0,51,3.3847117429382823
"NSW","Major Cities of Australia","26-39",2584,0,26,3.412460547429961
"NSW","Major Cities of Australia","40-64",2291,0,11,3.360214613295352
"NSW","Major Cities of Australia","65 and over",372,0,1,2.5717088318086874
"NSW","Outer Regional Australia","17-25",468,0,2,2.671172842715083
"NSW","Outer Regional Australia","26-39",705,0,9,2.8488047010518036
"NSW","Outer Regional Australia","40-64",825,0,1,2.916980047320382
"NSW","Outer Regional Australia","65 and over",229,0,0,2.3617278360175926
"NSW","Remote Australia","0-16",1,0,0,0.30102999566398114
"NSW","Remote Australia","17-25",59,0,0,1.7781512503836434
"NSW","Remote Australia","26-39",68,0,0,1.8388490907372552
"NSW","Remote Australia","40-64",88,0,0,1.9493900066449126
"NSW","Remote Australia","65 and over",13,0,0,1.1461280356782377
"NSW","Unknown","17-25",88,0,3,1.9493900066449126
"NSW","Unknown","26-39",102,0,1,2.012837224705172
"NSW","Unknown","40-64",109,0,0,2.041392685158225
"NSW","Unknown","65 and over",16,0,0,1.2304489213782739
"NSW","Unknown","Unknown",43889,0,0,4.642365580844973
"NSW","Unknown","Unknown",3214,0,0,3.5071809772602407
"NSW","Unknown","Unknown",21383,0,0,4.33008894574848
"NSW","Very Remote Australia","17-25",6,0,0,0.8450980400142567
"NSW","Very Remote Australia","26-39",7,0,0,0.9030899869919434
"NSW","Very Remote Australia","40-64",11,0,0,1.0791812460476247
"NSW","Very Remote Australia","65 and over",3,0,0,0.6020599913279623
"NT","Unknown","0-16",1,0,0,0.30102999566398114
"NT","Unknown","0-16",1,0,0,0.30102999566398114
"NT","Unknown","0-16",0,1,1,0
"NT","Unknown","17-25",53,0,0,1.7323937598229684
"NT","Unknown","17-25",338,0,0,2.5301996982030817
"NT","Unknown","17-25",0,1,6,0
"NT","Unknown","17-25",101,0,0,2.008600171761917
"NT","Unknown","26-39",196,0,0,2.294466226161593
"NT","Unknown","26-39",848,0,0,2.9289076902439524
"NT","Unknown","26-39",0,2,7,0
"NT","Unknown","26-39",185,0,0,2.2695129442179165
"NT","Unknown","40-64",245,0,0,2.390935107103379
"NT","Unknown","40-64",1033,0,0,3.0145205387579233
"NT","Unknown","40-64",0,1,3,0
"NT","Unknown","40-64",159,0,0,2.2041199826559246
"NT","Unknown","65 and over",63,0,0,1.8061799739838869
"NT","Unknown","65 and over",246,0,0,2.392696953259666
"NT","Unknown","65 and over",0,0,1,0
"NT","Unknown","65 and over",21,0,0,1.3424226808222062
"NT","Unknown","Unknown",33,0,0,1.5314789170422551
"NT","Unknown","Unknown",129,0,0,2.1139433523068365
"QLD","Unknown","0-16",893,0,0,2.951337518795917
"QLD","Unknown","0-16",1024,0,0,3.010723865391773
"QLD","Unknown","0-16",5,0,0,0.7781512503836435
"QLD","Unknown","17-25",3404,0,0,3.5321171162488034
"QLD","Unknown","17-25",5492,0,0,3.739809599021358
"QLD","Unknown","17-25",2611,0,0,3.416973172603036
"QLD","Unknown","26-39",7497,0,0,3.874945436085531
"QLD","Unknown","26-39",11027,0,0,4.042496757433736
"QLD","Unknown","26-39",3390,0,0,3.530327789778086
"QLD","Unknown","40-64",10171,0,0,4.007406351503671
"QLD","Unknown","40-64",15374,0,0,4.186815124447454
"QLD","Unknown","40-64",3627,0,0,3.5596672783880576
"QLD","Unknown","65 and over",2705,0,0,3.432327792261604
"QLD","Unknown","65 and over",4072,0,0,3.6099144100859974
"QLD","Unknown","65 and over",698,0,0,2.844477175745681
"QLD","Unknown","Unknown",108,0,0,2.0374264979406234
"QLD","Unknown","Unknown",116,0,0,2.0681858617461617
"QLD","Unknown","Unknown",1,0,0,0.30102999566398114
"SA","Inner Regional Australia","0-16",2,0,0,0.47712125471966244
"SA","Inner Regional Australia","17-25",50,0,0,1.7075701760979363
"SA","Inner Regional Australia","17-25",114,0,0,2.0606978403536114
"SA","Inner Regional Australia","17-25",253,0,1,2.404833716619938
"SA","Inner Regional Australia","26-39",113,0,0,2.0569048513364723
"SA","Inner Regional Australia","26-39",350,0,0,2.545307116465824
"SA","Inner Regional Australia","26-39",532,2,4,2.726727209026572
"SA","Inner Regional Australia","40-64",132,0,0,2.123851640967086
"SA","Inner Regional Australia","40-64",620,0,0,2.79309160017658
"SA","Inner Regional Australia","40-64",694,0,3,2.8419848045901137
"SA","Inner Regional Australia","65 and over",33,0,0,1.5314789170422551
"SA","Inner Regional Australia","65 and over",313,0,0,2.4969296480732144
"SA","Inner Regional Australia","65 and over",191,0,1,2.2833012287035492
"SA","Inner Regional Australia","Unknown",17,0,0,1.2552725051033058
"SA","Inner Regional Australia","Unknown",43,0,0,1.6434526764861872
"SA","Inner Regional Australia","Unknown",3,0,0,0.6020599913279623
"SA","Major Cities of Australia","0-16",1,0,0,0.30102999566398114
"SA","Major Cities of Australia","17-25",410,0,0,2.613841821876069
"SA","Major Cities of Australia","17-25",530,0,0,2.725094521081469
"SA","Major Cities of Australia","17-25",325,1,4,2.513217600067939
"SA","Major Cities of Australia","26-39",1035,0,0,3.015359755409214
"SA","Major Cities of Australia","26-39",1284,0,0,3.1089031276673134
"SA","Major Cities of Australia","26-39",474,3,2,2.6766936096248664
"SA","Major Cities of Australia","40-64",1982,0,0,3.2973227142053023
"SA","Major Cities of Australia","40-64",2306,0,0,3.363047594521093
"SA","Major Cities of Australia","40-64",563,2,3,2.751279103983342
"SA","Major Cities of Australia","65 and over",832,0,0,2.9206450014067875
"SA","Major Cities of Australia","65 and over",715,0,0,2.8549130223078554
"SA","Major Cities of Australia","65 and over",133,0,0,2.1271047983648073
"SA","Major Cities of Australia","Unknown",196,0,0,2.294466226161593
"SA","Major Cities of Australia","Unknown",162,0,0,2.2121876044039577
"SA","Outer Regional Australia","0-16",1,0,0,0.30102999566398114
"SA","Outer Regional Australia","17-25",17,0,0,1.2552725051033058
"SA","Outer Regional Australia","17-25",24,0,0,1.3979400086720375
"SA","Outer Regional Australia","17-25",251,0,4,2.4014005407815437
"SA","Outer Regional Australia","26-39",39,0,0,1.6020599913279623
"SA","Outer Regional Australia","26-39",88,0,0,1.9493900066449126
"SA","Outer Regional Australia","26-39",500,0,1,2.6998377258672455
"SA","Outer Regional Australia","40-64",55,0,0,1.7481880270062005
"SA","Outer Regional Australia","40-64",182,0,0,2.2624510897304293
"SA","Outer Regional Australia","40-64",634,0,4,2.8027737252919755
"SA","Outer Regional Australia","65 and over",16,0,0,1.2304489213782739
"SA","Outer Regional Australia","65 and over",93,0,0,1.9731278535996983
"SA","Outer Regional Australia","65 and over",160,0,1,2.2068258760318495
"SA","Outer Regional Australia","Unknown",2,0,0,0.47712125471966244
"SA","Outer Regional Australia","Unknown",9,0,0,1
"SA","Remote Australia","17-25",48,0,0,1.6901960800285134
"SA","Remote Australia","26-39",10,0,0,1.041392685158225
"SA","Remote Australia","26-39",104,0,0,2.021189299069938
"SA","Remote Australia","40-64",2,0,0,0.47712125471966244
"SA","Remote Australia","40-64",126,0,1,2.103803720955957
"SA","Remote Australia","65 and over",1,0,0,0.30102999566398114
"SA","Remote Australia","65 and over",23,0,0,1.380211241711606
"SA","Remote Australia","Unknown",1,0,0,0.30102999566398114
"SA","Unknown","17-25",21,0,0,1.3424226808222062
"SA","Unknown","26-39",50,0,0,1.7075701760979363
"SA","Unknown","40-64",58,0,0,1.7708520116421442
"SA","Unknown","65 and over",21,0,0,1.3424226808222062
"SA","Unknown","Unknown",1,0,0,0.30102999566398114
"SA","Very Remote Australia","17-25",22,0,0,1.3617278360175928
"SA","Very Remote Australia","26-39",69,0,1,1.845098040014257
"SA","Very Remote Australia","40-64",56,0,0,1.7558748556724912
"SA","Very Remote Australia","65 and over",9,0,0,1
"TAS","Unknown","0-16",0,0,1,0
"TAS","Unknown","17-25",621,0,0,2.7937903846908183
"TAS","Unknown","17-25",470,0,10,2.6730209071288957
"TAS","Unknown","26-39",1570,0,0,3.196176185039973
"TAS","Unknown","26-39",812,0,9,2.9100905455940675
"TAS","Unknown","40-64",2323,0,0,3.3662361237182927
"TAS","Unknown","40-64",817,0,6,2.9127533036713227
"TAS","Unknown","65 and over",1041,0,0,3.0178677189635055
"TAS","Unknown","65 and over",289,0,0,2.4623979978989556
"TAS","Unknown","Unknown",1,0,0,0.30102999566398114
"VIC","Inner Regional Australia","0-16",0,0,0,0
"VIC","Inner Regional Australia","0-16",0,0,0,0
"VIC","Inner Regional Australia","17-25",9,0,0,1
"VIC","Inner Regional Australia","17-25",24,0,0,1.3979400086720375
"VIC","Inner Regional Australia","26-39",15,0,0,1.2041199826559246
"VIC","Inner Regional Australia","26-39",21,0,0,1.3424226808222062
"VIC","Inner Regional Australia","40-64",4,0,0,0.6989700043360187
"VIC","Inner Regional Australia","40-64",45,0,0,1.6627578316815739
"VIC","Inner Regional Australia","65 and over",5,0,0,0.7781512503836435
"VIC","Inner Regional Australia","65 and over",8,0,0,0.9542425094393249
"VIC","Inner Regional Australia","Unknown",1,0,0,0.30102999566398114
"VIC","Inner Regional Australia","Unknown",1,0,0,0.30102999566398114
"VIC","Major Cities of Australia","0-16",0,0,0,0
"VIC","Major Cities of Australia","0-16",0,0,0,0
"VIC","Major Cities of Australia","17-25",59,0,0,1.7781512503836434
"VIC","Major Cities of Australia","17-25",85,0,0,1.9344984512435675
"VIC","Major Cities of Australia","26-39",89,0,0,1.9542425094393248
"VIC","Major Cities of Australia","26-39",91,0,0,1.9637878273455551
"VIC","Major Cities of Australia","40-64",90,0,0,1.9590413923210932
"VIC","Major Cities of Australia","40-64",158,0,0,2.2013971243204513
"VIC","Major Cities of Australia","65 and over",28,0,0,1.462397997898956
"VIC","Major Cities of Australia","65 and over",20,0,0,1.322219294733919
"VIC","Major Cities of Australia","Unknown",20,0,0,1.322219294733919
"VIC","Major Cities of Australia","Unknown",22,0,0,1.3617278360175928
"VIC","Outer Regional Australia","0-16",0,0,0,0
"VIC","Outer Regional Australia","0-16",0,0,0,0
"VIC","Outer Regional Australia","17-25",0,0,0,0
"VIC","Outer Regional Australia","17-25",6,0,0,0.8450980400142567
"VIC","Outer Regional Australia","26-39",1,0,0,0.30102999566398114
"VIC","Outer Regional Australia","26-39",3,0,0,0.6020599913279623
"VIC","Outer Regional Australia","40-64",0,0,0,0
"VIC","Outer Regional Australia","40-64",2,0,0,0.47712125471966244
"VIC","Outer Regional Australia","65 and over",0,0,0,0
"VIC","Outer Regional Australia","65 and over",1,0,0,0.30102999566398114
"VIC","Outer Regional Australia","Unknown",0,0,0,0
"VIC","Outer Regional Australia","Unknown",1,0,0,0.30102999566398114
"VIC","Remote Australia","0-16",0,0,0,0
"VIC","Remote Australia","0-16",0,0,0,0
"VIC","Remote Australia","17-25",0,0,0,0
"VIC","Remote Australia","17-25",0,0,0,0
"VIC","Remote Australia","26-39",0,0,0,0
"VIC","Remote Australia","26-39",0,0,0,0
"VIC","Remote Australia","40-64",0,0,0,0
"VIC","Remote Australia","40-64",0,0,0,0
"VIC","Remote Australia","65 and over",0,0,0,0
"VIC","Remote Australia","65 and over",0,0,0,0
"VIC","Remote Australia","Unknown",0,0,0,0
"VIC","Remote Australia","Unknown",0,0,0,0
"VIC","Unknown","0-16",0,0,0,0
"VIC","Unknown","0-16",0,0,0,0
"VIC","Unknown","0-16",5,0,0,0.7781512503836435
"VIC","Unknown","17-25",17,0,0,1.2552725051033058
"VIC","Unknown","17-25",0,0,0,0
"VIC","Unknown","17-25",608,0,0,2.784617292632875
"VIC","Unknown","26-39",11,0,0,1.0791812460476247
"VIC","Unknown","26-39",0,0,0,0
"VIC","Unknown","26-39",750,0,0,2.875639937004168
"VIC","Unknown","40-64",26,0,0,1.4313637641589871
"VIC","Unknown","40-64",0,0,0,0
"VIC","Unknown","40-64",661,0,0,2.8208579894396997
"VIC","Unknown","65 and over",3,0,0,0.6020599913279623
"VIC","Unknown","65 and over",0,0,0,0
"VIC","Unknown","65 and over",115,0,0,2.064457989226918
"VIC","Unknown","Unknown",3,0,0,0.6020599913279623
"VIC","Unknown","Unknown",0,0,0,0
"VIC","Unknown","Unknown",1,0,0,0.30102999566398114
"WA","Unknown","17-25",1,0,0,0.30102999566398114
"WA","Unknown","26-39",2,0,0,0.47712125471966244
"WA","Unknown","40-64",2,0,0,0.47712125471966244
"NSW","Unknown","Unknown",590408,0,0,5.771152969107237
"NT","Unknown","Unknown",23865,0,0,4.377779636287981
"QLD","Unknown","Unknown",502886,0,0,5.701470408933238
"SA","Unknown","Unknown",119500,0,0,5.077371539532397
"TAS","Unknown","Unknown",59962,0,0,4.7778833528429026
"VIC","Unknown","Unknown",1114036,0,0,6.046899615100711
"WA","Unknown","Unknown",228822,0,0,5.35949967515184
"NSW","Unknown","Unknown",513616,0,0,5.710639389834954
"NT","Unknown","Unknown",19893,0,0,4.298722113605707
"QLD","Unknown","Unknown",475870,0,0,5.677489239314982
"SA","Unknown","Unknown",107676,0,0,5.0321229471251145
"TAS","Unknown","Unknown",67768,0,0,4.831031077233855
"VIC","Unknown","Unknown",1136590,0,0,6.055604212798089
"WA","Unknown","Unknown",254858,0,0,5.406299974716259
"ACT","Unknown","Unknown",58705,0,0,4.768682490237848
"NSW","Unknown","Unknown",390746,0,0,5.5918956523637835
"NT","Unknown","Unknown",26775,0,0,4.42774569934972
"QLD","Unknown","Unknown",440622,0,0,5.644067163065266
"SA","Unknown","Unknown",91335,0,0,4.960641988046476
"TAS","Unknown","Unknown",37376,0,0,4.572604440549203
"VIC","Unknown","Unknown",1172460,0,0,6.069098405530839
"WA","Unknown","Unknown",300344,0,0,5.477620406416603
"ACT","Unknown","Unknown",56719,0,0,4.75373622217501
"NSW","Unknown","Unknown",389649,0,0,5.590674680575201
"NT","Unknown","Unknown",24633,0,0,4.391534937088024
"QLD","Unknown","Unknown",588714,0,0,5.769905101438526
"SA","Unknown","Unknown",61859,0,0,4.79140991566716
"TAS","Unknown","Unknown",24427,0,0,4.387887911323828
"VIC","Unknown","Unknown",1151555,0,0,6.061285062490979
"WA","Unknown","Unknown",558552,0,0,5.7470643887595205
"ACT","Unknown","Unknown",54201,0,0,4.734015311869356
"NSW","Unknown","Unknown",432586,0,0,5.636073463986342
"NT","Unknown","Unknown",27730,0,0,4.4429655308346705
"QLD","Unknown","Unknown",653679,0,0,5.815365197490756
"SA","Unknown","Unknown",54773,0,0,4.738574457461473
"TAS","Unknown","Unknown",7410,0,0,3.8698768132667665
"VIC","Unknown","Unknown",1185037,0,0,6.073732276865708
"WA","Unknown","Unknown",588746,0,0,5.769928707165801
"ACT","Unknown","Unknown",51948,0,0,4.715577191957452
"NSW","Unknown","Unknown",426904,0,0,5.630331241380881
"NT","Unknown","Unknown",24536,0,0,4.389821462910523
"QLD","Unknown","Unknown",762905,0,0,5.882471030489347
"SA","Unknown","Unknown",74391,0,0,4.871526234703648
"TAS","Unknown","Unknown",7517,0,0,3.876102321377793
"VIC","Unknown","Unknown",1015986,0,0,6.006888150994765
"WA","Unknown","Unknown",543491,0,0,5.7351931558161935
"ACT","Unknown","Unknown",45120,0,0,4.654378716189588
"NSW","Unknown","Unknown",468465,0,0,5.670678076444266
"NT","Unknown","Unknown",22871,0,0,4.359304142349932
"QLD","Unknown","Unknown",1004090,0,0,6.001773074369686
"SA","Unknown","Unknown",100562,0,0,5.002438220763936
"TAS","Unknown","Unknown",9250,0,0,3.9661886809561366
"VIC","Unknown","Unknown",1307924,0,0,6.11658284106775
"WA","Unknown","Unknown",711518,0,0,5.852186501728781
"ACT","Unknown","Unknown",50640,0,0,4.704502273039984
"NSW","Unknown","Unknown",486571,0,0,5.687147113646649
"NT","Unknown","Unknown",24928,0,0,4.3967048575975385
"QLD","Unknown","Unknown",1076622,0,0,6.032063653453277
"SA","Unknown","Unknown",85282,0,0,4.930862469127732
"TAS","Unknown","Unknown",15220,0,0,4.182443185957241
"VIC","Unknown","Unknown",1306201,0,0,6.1160103443981715
"WA","Unknown","Unknown",752276,0,0,5.876377783970217
"ACT","Unknown","Unknown",55750,0,0,4.746252661685882
"NSW","Unknown","Unknown",494676,0,0,5.694321718317902
"NT","Unknown","Unknown",22239,0,0,4.347134782910019
"QLD","Unknown","Unknown",659305,0,0,5.81908702804923
"SA","Unknown","Unknown",182856,0,0,5.262111590340914
"TAS","Unknown","Unknown",15977,0,0,4.203522416822585
"VIC","Unknown","Unknown",1266642,0,0,6.10265422737181
"WA","Unknown","Unknown",567954,0,0,5.7543139272147386
"ACT","Unknown","Unknown",52913,0,0,4.7235705929867065
"NSW","Unknown","Unknown",478004,0,0,5.679432439417668
"NSW","Unknown","Unknown",253949,0,0,5.404748217164617
"NT","Unknown","Unknown",22556,0,0,4.35328133954529
"QLD","Unknown","Unknown",733717,0,0,5.86552917357223
"SA","Unknown","Unknown",162804,0,0,5.2116677386309735
"TAS","Unknown","Unknown",13095,0,0,4.117138666403885
"VIC","Unknown","Unknown",1220180,0,0,6.086424258109736
"WA","Unknown","Unknown",646380,0,0,5.810488582116111
"WA","Unknown","Unknown",107803,0,0,5.032634875374827
"ACT","Unknown","Unknown",66449,0,0,4.82249498527875
"NSW","Unknown","Unknown",444372,0,0,5.647747663438863
"NSW","Unknown","Unknown",237017,0,0,5.374781329148625
"NT","Unknown","Unknown",27639,0,0,4.44153803870216
"NT","Unknown","Unknown",9813,0,0,3.9918460536448963
"QLD","Unknown","Unknown",859691,0,0,5.934342885361007
"QLD","Unknown","Unknown",161732,0,0,5.208798642390517
"SA","Unknown","Unknown",174731,0,0,5.242372447918092
"TAS","Unknown","Unknown",8609,0,0,3.9350031514536545
"VIC","Unknown","Unknown",1600565,0,0,6.204273587161702
"WA","Unknown","Unknown",573664,0,0,5.758658353855681
"WA","Unknown","Unknown",115534,0,0,5.062713568680587
"ACT","Unknown","Unknown",59330,0,0,4.77328166825692
"NSW","Unknown","Unknown",442556,0,0,5.645969214449051
"NSW","Unknown","Unknown",216237,0,0,5.334932015889982
"NT","Unknown","Unknown",27208,0,0,4.434712580645522
"NT","Unknown","Unknown",12292,0,0,4.0896578816215285
"QLD","Unknown","Unknown",886731,0,0,5.947792381378526
"QLD","Unknown","Unknown",155049,0,0,5.190471770573345
"SA","Unknown","Unknown",202914,0,0,5.307314152387911
"TAS","Unknown","Unknown",6738,0,0,3.8285954563717017
"VIC","Unknown","Unknown",1004679,0,0,6.002027756916549
"WA","Unknown","Unknown",580734,0,0,5.763978001078628
"WA","Unknown","Unknown",102262,0,0,5.009718529093967
"ACT","Unknown","Unknown",57612,0,0,4.760520490215652
"NSW","Unknown","Unknown",707453,0,0,5.84969820646397
"NSW","Unknown","Unknown",207863,0,0,5.3177792803119885
"NT","Unknown","Unknown",33009,0,0,4.518645524330311
"NT","Unknown","Unknown",7912,0,0,3.8983411657275084
"QLD","Unknown","Unknown",779069,0,0,5.891576481097383
"QLD","Unknown","Unknown",131789,0,0,5.119882457984983
"SA","Unknown","Unknown",175237,0,0,5.243628287909924
"TAS","Unknown","Unknown",5430,0,0,3.7348798027926273
"TAS","Unknown","Unknown",35321,0,0,4.548045286195813
"VIC","Unknown","Unknown",937192,0,0,5.9718290361426725
"WA","Unknown","Unknown",595363,0,0,5.774782570528997
"WA","Unknown","Unknown",100223,0,0,5.000971731705811
"ACT","Unknown","Unknown",113807,0,0,5.056172791353775
"NSW","Unknown","Unknown",1273155,0,0,6.104881621083586
"NSW","Unknown","Unknown",179465,0,0,5.253982183215096
"NT","Unknown","Unknown",31997,0,0,4.50512283406652
"NT","Unknown","Unknown",6651,0,0,3.822952240547481
"QLD","Unknown","Unknown",865513,0,0,5.93727409713755
"QLD","Unknown","Unknown",113413,0,0,5.054666667850197
"SA","Unknown","Unknown",202693,0,0,5.306840893214676
"TAS","Unknown","Unknown",4244,0,0,3.6278776945799716
"TAS","Unknown","Unknown",34984,0,0,4.543881878248159
"VIC","Unknown","Unknown",1231672,0,0,6.090495421184102
"WA","Unknown","Unknown",734701,0,0,5.866111222079004
"WA","Unknown","Unknown",74843,0,0,4.874156990098756
"NSW","Unknown","Unknown",1053321,0,0,6.0225611550848726
"NSW","Unknown","Unknown",164275,0,0,5.21557411955855
"NT","Unknown","Unknown",27390,0,0,4.437607887914936
"NT","Unknown","Unknown",6252,0,0,3.7960884286806684
"QLD","Unknown","Unknown",777226,0,0,5.890547879096216
"QLD","Unknown","Unknown",72173,0,0,4.85838077526851
"SA","Unknown","Unknown",157432,0,0,5.197095771325083
"SA","Unknown","Unknown",28764,0,0,4.458864378361518
"TAS","Unknown","Unknown",14023,0,0,4.146871903085739
"TAS","Unknown","Unknown",28714,0,0,4.458108820617185
"VIC","Unknown","Unknown",1255302,0,0,6.098748566729612
"VIC","Unknown","Unknown",122929,0,0,5.089657881621529
"WA","Unknown","Unknown",775750,0,0,5.889722344094039
"WA","Unknown","Unknown",67791,0,0,4.831178446656914
"ACT","Major Cities of Australia","0-16",1,0,0,0.30102999566398114
"ACT","Major Cities of Australia","0-16",2,0,0,0.47712125471966244
"ACT","Major Cities of Australia","17-25",559,0,0,2.7481880270062002
"ACT","Major Cities of Australia","17-25",143,0,0,2.1583624920952493
"ACT","Major Cities of Australia","17-25",59,0,0,1.7781512503836434
"ACT","Major Cities of Australia","26-39",1550,0,0,3.1906117978136046
"ACT","Major Cities of Australia","26-39",313,0,0,2.4969296480732144
"ACT","Major Cities of Australia","26-39",98,0,0,1.9956351945975497
"ACT","Major Cities of Australia","40-64",2722,0,0,3.435047641339964
"ACT","Major Cities of Australia","40-64",476,0,0,2.678518379040114
"ACT","Major Cities of Australia","40-64",47,0,0,1.6812412373755872
"ACT","Major Cities of Australia","65 and over",836,0,0,2.9227254579932596
"ACT","Major Cities of Australia","65 and over",148,0,0,2.173186268412274
"ACT","Major Cities of Australia","65 and over",5,0,0,0.7781512503836435
"ACT","Major Cities of Australia","Unknown",92,0,0,1.968482948553935
"ACT","Major Cities of Australia","Unknown",12,0,0,1.1139433523068367
"NSW","Inner Regional Australia","0-16",5,0,2,0.7781512503836435
